Issue Key,Summary,Description,Assignee,Reporter,Issue Type,Priority,Status,Component,Created,Due Date,Days to Complete,Created_Month,Created_Day_of_Week,Due_Month,summary_cleaned,description_cleaned,combined_text,summary_lemmatized,description_lemmatized,combined_lemmatized,summary_word_count,description_word_count,combined_word_count
SWP-132,Inventory Optimization,"Build stock management system with demand forecasting, safety stock calculation, and reorder automation.",Eve,Judy,Story,Medium,In Progress,Inventory Management,26-06-2025,07-07-2025,11,6,3,7,inventory optimization,build stock management system with demand forecasting safety stock calculation and reorder automation,inventory optimization build stock management system with demand forecasting safety stock calculation and reorder automation,inventory optimization,stock demand forecast safety stock calculation reorder automation,inventory optimization stock demand forecast safety stock calculation reorder automation,2,13,15
SWP-133,Marketing Automation,"Build campaign execution platform with lead nurturing, scoring algorithms, and conversion tracking.",Alice,Grace,Story,Medium,In Progress,Marketing,25-06-2025,06-07-2025,11,6,2,7,marketing automation,build campaign execution platform with lead nurturing scoring algorithms and conversion tracking,marketing automation build campaign execution platform with lead nurturing scoring algorithms and conversion tracking,marketing automation,campaign execution nurture score algorithms conversion track,marketing automation campaign execution nurture score algorithms conversion track,2,12,14
SWP-134,Business Intelligence System,"Build data analytics platform with ETL processes, data modeling, and execution dashboards.",Bob,Heidi,Epic,High,In Progress,Analytics,05-06-2025,17-06-2025,12,6,3,6,business intelligence system,build data analytics platform with etl processes data modeling and execution dashboards,business intelligence system build data analytics platform with etl processes data modeling and execution dashboards,intelligence,analytics etl model execution dashboard,intelligence analytics etl model execution dashboard,3,12,15
SWP-135,Service Desk Management,"Create IT service management system with ticket routing, SLA monitoring, and knowledge base.",Diana,Ivan,Story,Medium,Done,Support,13-05-2025,26-05-2025,13,5,1,5,service desk management,create it service management system with ticket routing sla monitoring and knowledge base,service desk management create it service management system with ticket routing sla monitoring and knowledge base,desk,rout monitoring knowledge base,desk rout monitoring knowledge base,3,13,16
SWP-136,Performance Management,"Create employee evaluation system with goal tracking, feedback collection, and development planning.",Eve,Grace,Story,Medium,Done,HR Management,21-05-2025,29-05-2025,8,5,2,5,performance management,create employee evaluation system with goal tracking feedback collection and development planning,performance management create employee evaluation system with goal tracking feedback collection and development planning,performance,employee evaluation goal track collection planning,performance employee evaluation goal track collection planning,2,12,14
SWP-137,Compliance Training System,"Create training management platform with course delivery, completion tracking, and certification management.",Frank,Grace,Story,Medium,Done,Training,25-05-2025,06-06-2025,12,5,6,6,compliance training system,create training management platform with course delivery completion tracking and certification management,compliance training system create training management platform with course delivery completion tracking and certification management,compliance training,train course delivery completion track certification,compliance training train course delivery completion track certification,3,12,15
SWP-138,Competitive Analysis Tool,"Build market intelligence system with competitor monitoring, pricing analysis, and trend identification.",Frank,Heidi,Story,Medium,Open,Analytics,10-06-2025,18-06-2025,8,6,1,6,competitive analysis tool,build market intelligence system with competitor monitoring pricing analysis and trend identification,competitive analysis tool build market intelligence system with competitor monitoring pricing analysis and trend identification,competitive analysis,market intelligence competitor monitor price analysis trend identification,competitive analysis market intelligence competitor monitor price analysis trend identification,3,12,15
SWP-139,Customer Retention Platform,"Create churn prevention system with risk scoring, intervention campaigns, and success tracking.",Frank,Grace,Story,Medium,In Progress,CRM,22-05-2025,02-06-2025,11,5,3,6,customer retention platform,create churn prevention system with risk scoring intervention campaigns and success tracking,customer retention platform create churn prevention system with risk scoring intervention campaigns and success tracking,retention,churn prevention risk score intervention campaign success track,retention churn prevention risk score intervention campaign success track,3,12,15
SWP-140,Order Fulfillment System,"Create order processing platform with inventory allocation, picking optimization, and shipping integration.",Diana,Judy,Task,High,Done,Order Management,11-05-2025,26-05-2025,15,5,6,5,order fulfillment system,create order processing platform with inventory allocation picking optimization and shipping integration,order fulfillment system create order processing platform with inventory allocation picking optimization and shipping integration,order fulfillment,order inventory allocation pick optimization shipping integration,order fulfillment order inventory allocation pick optimization shipping integration,3,12,15
SWP-141,Revenue Recognition System,"Create financial management platform with revenue tracking, contract analysis, and compliance reporting.",Charlie,Heidi,Task,High,Done,Financial Management,27-06-2025,05-07-2025,8,6,4,7,revenue recognition system,create financial management platform with revenue tracking contract analysis and compliance reporting,revenue recognition system create financial management platform with revenue tracking contract analysis and compliance reporting,revenue recognition,financial revenue track contract analysis compliance reporting,revenue recognition financial revenue track contract analysis compliance reporting,3,12,15
SWP-142,Digital Transformation Error,Modernization platform fails to integrate legacy systems due to API incompatibilities.,Alice,Ivan,Bug,High,In Progress,Integration,03-06-2025,14-06-2025,11,6,1,6,digital transformation error,modernization platform fails to integrate legacy systems due to api incompatibilities,digital transformation error modernization platform fails to integrate legacy systems due to api incompatibilities,digital transformation error,modernization fail integrate legacy incompatibility,digital transformation error modernization fail integrate legacy incompatibility,3,11,14
SWP-143,Sustainability Tracking,"Create environmental impact system with carbon footprint calculation, reporting, and improvement tracking.",Charlie,Grace,Story,Medium,Open,Analytics,14-05-2025,22-05-2025,8,5,2,5,sustainability tracking,create environmental impact system with carbon footprint calculation reporting and improvement tracking,sustainability tracking create environmental impact system with carbon footprint calculation reporting and improvement tracking,sustainability track,environmental impact carbon footprint calculation report improvement tracking,sustainability track environmental impact carbon footprint calculation report improvement tracking,2,12,14
SWP-144,Customer Success Platform,"Create customer health monitoring system with usage analytics, risk identification, and engagement tracking.",Alice,Ivan,Story,Medium,In Progress,CRM,25-05-2025,09-06-2025,15,5,6,6,customer success platform,create customer health monitoring system with usage analytics risk identification and engagement tracking,customer success platform create customer health monitoring system with usage analytics risk identification and engagement tracking,success,health monitoring usage analytics risk identification engagement track,success health monitoring usage analytics risk identification engagement track,3,13,16
SWP-145,Workflow Optimization,"Create process improvement system with bottleneck identification, efficiency metrics, and automation recommendations.",Frank,Heidi,Story,Medium,In Progress,Workflow,11-05-2025,25-05-2025,14,5,6,5,workflow optimization,create process improvement system with bottleneck identification efficiency metrics and automation recommendations,workflow optimization create process improvement system with bottleneck identification efficiency metrics and automation recommendations,optimization,improvement bottleneck identification efficiency metric automation recommendation,optimization improvement bottleneck identification efficiency metric automation recommendation,2,12,14
SWP-146,Data Privacy Consent Error,Privacy compliance system fails to record user consent accurately.,Frank,Judy,Bug,High,Open,Data Privacy,01-06-2025,07-06-2025,6,6,6,6,data privacy consent error,privacy compliance system fails to record user consent accurately,data privacy consent error privacy compliance system fails to record user consent accurately,privacy consent error,privacy compliance fail consent accurately,privacy consent error privacy compliance fail consent accurately,4,9,13
SWP-147,Innovation Management,"Create idea management platform with submission workflows, evaluation criteria, and implementation tracking.",Diana,Judy,Story,Low,Open,Innovation,15-05-2025,20-05-2025,5,5,3,5,innovation management,create idea management platform with submission workflows evaluation criteria and implementation tracking,innovation management create idea management platform with submission workflows evaluation criteria and implementation tracking,innovation,idea submission evaluation criterion track,innovation idea submission evaluation criterion track,2,12,14
SWP-148,Vendor Risk Assessment,"Build supplier evaluation system with risk scoring, monitoring procedures, and mitigation strategies.",Alice,Grace,Task,Medium,In Progress,Risk Management,28-05-2025,04-06-2025,7,5,2,6,vendor risk assessment,build supplier evaluation system with risk scoring monitoring procedures and mitigation strategies,vendor risk assessment build supplier evaluation system with risk scoring monitoring procedures and mitigation strategies,risk assessment,supplier evaluation risk score monitor mitigation strategy,risk assessment supplier evaluation risk score monitor mitigation strategy,3,12,15
SWP-149,Customer Communication,"Build omnichannel communication system with message routing, response tracking, and personalization.",Bob,Judy,Story,Medium,In Progress,Communication,12-06-2025,20-06-2025,8,6,3,6,customer communication,build omnichannel communication system with message routing response tracking and personalization,customer communication build omnichannel communication system with message routing response tracking and personalization,,omnichannel rout response track personalization, omnichannel rout response track personalization,2,11,13
SWP-150,Performance Optimization,"Build system tuning platform with bottleneck identification, resource optimization, and monitoring tools.",Charlie,Heidi,Task,Medium,In Progress,Performance,10-06-2025,13-06-2025,3,6,1,6,performance optimization,build system tuning platform with bottleneck identification resource optimization and monitoring tools,performance optimization build system tuning platform with bottleneck identification resource optimization and monitoring tools,performance optimization,tune bottleneck identification resource optimization monitoring,performance optimization tune bottleneck identification resource optimization monitoring,2,12,14
SWP-151,Digital Workplace,"Create employee portal with self-service capabilities, collaboration tools, and productivity analytics.",Frank,Heidi,Story,Medium,Open,Collaboration,22-06-2025,07-07-2025,15,6,6,7,digital workplace,create employee portal with selfservice capabilities collaboration tools and productivity analytics,digital workplace create employee portal with selfservice capabilities collaboration tools and productivity analytics,digital workplace,employee portal selfservice capability collaboration productivity analytics,digital workplace employee portal selfservice capability collaboration productivity analytics,2,11,13
SWP-152,Market Research Platform,"Create research management system with survey design, data collection, and analysis capabilities.",Eve,Judy,Story,Medium,Open,Analytics,14-06-2025,18-06-2025,4,6,5,6,market research platform,create research management system with survey design data collection and analysis capabilities,market research platform create research management system with survey design data collection and analysis capabilities,market research,research survey collection analysis capability,market research research survey collection analysis capability,3,12,15
SWP-153,Product Development,"Create innovation pipeline system with ideation, prototyping, and launch management features.",Diana,Grace,Story,Medium,In Progress,Product Management,08-06-2025,12-06-2025,4,6,6,6,product development,create innovation pipeline system with ideation prototyping and launch management features,product development create innovation pipeline system with ideation prototyping and launch management features,product,innovation ideation prototyping launch,product innovation ideation prototyping launch,2,11,13
SWP-154,Strategic Planning Tool,"Create planning platform with goal setting, initiative tracking, and progress monitoring capabilities.",Charlie,Heidi,Story,Medium,Open,Planning,08-07-2025,20-07-2025,12,7,1,7,strategic planning tool,create planning platform with goal setting initiative tracking and progress monitoring capabilities,strategic planning tool create planning platform with goal setting initiative tracking and progress monitoring capabilities,strategic planning,plan goal initiative track progress monitoring capability,strategic planning plan goal initiative track progress monitoring capability,3,12,15
SWP-155,Customer Acquisition,"Create lead generation system with campaign management, conversion tracking, and attribution analysis.",Eve,Grace,Story,Medium,In Progress,Sales,28-06-2025,07-07-2025,9,6,5,7,customer acquisition,create lead generation system with campaign management conversion tracking and attribution analysis,customer acquisition create lead generation system with campaign management conversion tracking and attribution analysis,acquisition,generation campaign conversion track attribution analysis,acquisition generation campaign conversion track attribution analysis,2,12,14
SWP-156,Operational Excellence,"Create process improvement platform with metric tracking, root cause analysis, and action planning.",Alice,Ivan,Story,Medium,In Progress,Workflow,21-06-2025,27-06-2025,6,6,5,6,operational excellence,create process improvement platform with metric tracking root cause analysis and action planning,operational excellence create process improvement platform with metric tracking root cause analysis and action planning,operational excellence,improvement metric track root cause analysis action planning,operational excellence improvement metric track root cause analysis action planning,2,13,15
SWP-157,Digital Experience Platform,"Create customer journey system with touchpoint optimization, personalization, and engagement tracking.",Bob,Judy,Story,Medium,In Progress,Analytics,16-06-2025,30-06-2025,14,6,0,6,digital experience platform,create customer journey system with touchpoint optimization personalization and engagement tracking,digital experience platform create customer journey system with touchpoint optimization personalization and engagement tracking,digital experience,journey touchpoint optimization personalization engagement track,digital experience journey touchpoint optimization personalization engagement track,3,11,14
SWP-158,Change Management System,"Create organizational change platform with communication tools, training modules, and adoption tracking.",Bob,Grace,Story,Medium,Open,Change Management,11-05-2025,19-05-2025,8,5,6,5,change management system,create organizational change platform with communication tools training modules and adoption tracking,change management system create organizational change platform with communication tools training modules and adoption tracking,,organizational training adoption track, organizational training adoption track,3,12,15
SWP-159,Knowledge Management,"Create information sharing system with content curation, search capabilities, and expertise location.",Charlie,Ivan,Story,Low,Open,Knowledge Base,02-07-2025,17-07-2025,15,7,2,7,knowledge management,create information sharing system with content curation search capabilities and expertise location,knowledge management create information sharing system with content curation search capabilities and expertise location,knowledge,information share content curation search capability expertise location,knowledge information share content curation search capability expertise location,2,12,14
SWP-160,Customer Intelligence,"Build analytics platform with behavioral analysis, predictive modeling, and insight generation.",Diana,Ivan,Story,Medium,In Progress,Analytics,21-06-2025,26-06-2025,5,6,5,6,customer intelligence,build analytics platform with behavioral analysis predictive modeling and insight generation,customer intelligence build analytics platform with behavioral analysis predictive modeling and insight generation,intelligence,analytics behavioral analysis predictive modeling insight generation,intelligence analytics behavioral analysis predictive modeling insight generation,2,11,13
SWP-161,Process Automation,"Create workflow automation system with rule engines, task orchestration, and exception handling.",Eve,Heidi,Task,Medium,In Progress,Workflow,05-07-2025,16-07-2025,11,7,5,7,process automation,create workflow automation system with rule engines task orchestration and exception handling,process automation create workflow automation system with rule engines task orchestration and exception handling,automation,automation rule engine orchestration exception,automation automation rule engine orchestration exception,2,12,14
SWP-162,Resource Planning System,"Create capacity management platform with demand forecasting, resource allocation, and optimization.",Diana,Heidi,Story,Medium,In Progress,Resource Management,08-07-2025,22-07-2025,14,7,1,7,resource planning system,create capacity management platform with demand forecasting resource allocation and optimization,resource planning system create capacity management platform with demand forecasting resource allocation and optimization,resource planning,capacity demand forecast resource allocation optimization,resource planning capacity demand forecast resource allocation optimization,3,11,14
SWP-163,Partnership Management,"Create partner relationship system with onboarding, performance tracking, and collaboration tools.",Alice,Grace,Story,Medium,Open,Collaboration,04-06-2025,17-06-2025,13,6,2,6,partnership management,create partner relationship system with onboarding performance tracking and collaboration tools,partnership management create partner relationship system with onboarding performance tracking and collaboration tools,partnership,partner relationship onboarding performance track collaboration,partnership partner relationship onboarding performance track collaboration,2,11,13
SWP-164,Brand Management Platform,"Create brand monitoring system with reputation tracking, sentiment analysis, and response management.",Diana,Grace,Story,Medium,In Progress,Analytics,21-05-2025,26-05-2025,5,5,2,5,brand management platform,create brand monitoring system with reputation tracking sentiment analysis and response management,brand management platform create brand monitoring system with reputation tracking sentiment analysis and response management,brand,brand monitor reputation track sentiment analysis response,brand brand monitor reputation track sentiment analysis response,3,12,15
SWP-165,Cybersecurity Framework,"Create security management system with threat detection, incident response, and compliance monitoring.",Charlie,Ivan,Task,High,In Progress,Security,28-06-2025,08-07-2025,10,6,5,7,cybersecurity framework,create security management system with threat detection incident response and compliance monitoring,cybersecurity framework create security management system with threat detection incident response and compliance monitoring,cybersecurity,security threat detection incident response compliance monitoring,cybersecurity security threat detection incident response compliance monitoring,2,12,14
SWP-166,Data Integration Platform,"Build data pipeline system with ETL processes, data quality monitoring, and real-time synchronization.",Alice,Grace,Task,High,In Progress,Integration,20-06-2025,04-07-2025,14,6,4,7,data integration platform,build data pipeline system with etl processes data quality monitoring and realtime synchronization,data integration platform build data pipeline system with etl processes data quality monitoring and realtime synchronization,integration,etl monitoring realtime synchronization,integration etl monitoring realtime synchronization,3,13,16
SWP-167,Customer Engagement,"Build interaction management system with touchpoint tracking, engagement scoring, and optimization.",Diana,Heidi,Story,Medium,In Progress,CRM,29-05-2025,10-06-2025,12,5,3,6,customer engagement,build interaction management system with touchpoint tracking engagement scoring and optimization,customer engagement build interaction management system with touchpoint tracking engagement scoring and optimization,engagement,interaction touchpoint track engagement score optimization,engagement interaction touchpoint track engagement score optimization,2,11,13
SWP-168,Business Continuity,"Create continuity planning system with risk assessment, recovery procedures, and testing protocols.",Diana,Grace,Task,High,Done,Backup,25-05-2025,09-06-2025,15,5,6,6,business continuity,create continuity planning system with risk assessment recovery procedures and testing protocols,business continuity create continuity planning system with risk assessment recovery procedures and testing protocols,continuity,continuity planning risk assessment recovery protocol,continuity continuity planning risk assessment recovery protocol,2,12,14
SWP-169,Competitive Intelligence,"Create market monitoring system with competitor analysis, pricing tracking, and opportunity identification.",Frank,Heidi,Story,Medium,Open,Analytics,24-06-2025,09-07-2025,15,6,1,7,competitive intelligence,create market monitoring system with competitor analysis pricing tracking and opportunity identification,competitive intelligence create market monitoring system with competitor analysis pricing tracking and opportunity identification,competitive intelligence,market monitoring competitor analysis pricing track opportunity identification,competitive intelligence market monitoring competitor analysis pricing track opportunity identification,2,12,14
SWP-170,Digital Strategy Platform,"Create strategy management system with initiative tracking, performance monitoring, and alignment tools.",Charlie,Judy,Story,Medium,Open,Planning,05-06-2025,20-06-2025,15,6,3,6,digital strategy platform,create strategy management system with initiative tracking performance monitoring and alignment tools,digital strategy platform create strategy management system with initiative tracking performance monitoring and alignment tools,digital strategy,strategy initiative track performance monitoring alignment,digital strategy strategy initiative track performance monitoring alignment,3,12,15
SWP-171,Customer Value Management,"Create value optimization system with lifetime value calculation, segmentation, and retention strategies.",Eve,Judy,Story,Medium,In Progress,CRM,03-07-2025,18-07-2025,15,7,3,7,customer value management,create value optimization system with lifetime value calculation segmentation and retention strategies,customer value management create value optimization system with lifetime value calculation segmentation and retention strategies,,optimization lifetime calculation segmentation retention strategy, optimization lifetime calculation segmentation retention strategy,3,12,15
SWP-172,Operational Analytics,"Create performance monitoring system with KPI tracking, trend analysis, and predictive insights.",Charlie,Heidi,Story,Medium,In Progress,Analytics,31-05-2025,15-06-2025,15,5,5,6,operational analytics,create performance monitoring system with kpi tracking trend analysis and predictive insights,operational analytics create performance monitoring system with kpi tracking trend analysis and predictive insights,operational analytics,performance monitor track trend analysis predictive insight,operational analytics performance monitor track trend analysis predictive insight,2,12,14
SWP-173,Stakeholder Management,"Create relationship management system with communication tracking, engagement planning, and feedback collection.",Charlie,Heidi,Story,Medium,Open,Collaboration,28-05-2025,02-06-2025,5,5,2,6,stakeholder management,create relationship management system with communication tracking engagement planning and feedback collection,stakeholder management create relationship management system with communication tracking engagement planning and feedback collection,,relationship track engagement planning collection, relationship track engagement planning collection,2,12,14
SWP-174,Innovation Pipeline,"Create idea management system with evaluation workflows, resource allocation, and implementation tracking.",Eve,Ivan,Story,Low,Open,Innovation,15-05-2025,20-05-2025,5,5,3,5,innovation pipeline,create idea management system with evaluation workflows resource allocation and implementation tracking,innovation pipeline create idea management system with evaluation workflows resource allocation and implementation tracking,innovation,idea evaluation resource allocation track,innovation idea evaluation resource allocation track,2,12,14
SWP-175,Customer Experience Analytics,"Create journey analysis system with touchpoint measurement, satisfaction tracking, and optimization.",Bob,Ivan,Story,Medium,In Progress,Analytics,27-05-2025,08-06-2025,12,5,1,6,customer experience analytics,create journey analysis system with touchpoint measurement satisfaction tracking and optimization,customer experience analytics create journey analysis system with touchpoint measurement satisfaction tracking and optimization,experience analytics,journey analysis touchpoint measurement satisfaction track optimization,experience analytics journey analysis touchpoint measurement satisfaction track optimization,3,11,14
SWP-176,Digital Transformation,"Create modernization platform with technology assessment, roadmap planning, and implementation tracking.",Diana,Grace,Epic,High,In Progress,Integration,04-07-2025,14-07-2025,10,7,4,7,digital transformation,create modernization platform with technology assessment roadmap planning and implementation tracking,digital transformation create modernization platform with technology assessment roadmap planning and implementation tracking,digital transformation,modernization technology assessment roadmap planning track,digital transformation modernization technology assessment roadmap planning track,2,11,13
SWP-177,Risk Management Platform,"Create risk assessment system with identification, evaluation, and mitigation planning capabilities.",Alice,Heidi,Task,High,In Progress,Risk Management,01-07-2025,11-07-2025,10,7,1,7,risk management platform,create risk assessment system with identification evaluation and mitigation planning capabilities,risk management platform create risk assessment system with identification evaluation and mitigation planning capabilities,risk,risk assessment identification evaluation mitigation planning capability,risk risk assessment identification evaluation mitigation planning capability,3,11,14
SWP-178,Performance Intelligence,"Create analytics platform with performance measurement, benchmarking, and improvement recommendations.",Frank,Ivan,Story,Medium,In Progress,Analytics,04-06-2025,13-06-2025,9,6,2,6,performance intelligence,create analytics platform with performance measurement benchmarking and improvement recommendations,performance intelligence create analytics platform with performance measurement benchmarking and improvement recommendations,performance intelligence,analytics performance measurement benchmarking improvement recommendation,performance intelligence analytics performance measurement benchmarking improvement recommendation,2,10,12
SWP-179,Customer Lifecycle Management,"Create lifecycle tracking system with stage identification, transition management, and value optimization.",Diana,Heidi,Story,Medium,In Progress,CRM,24-06-2025,29-06-2025,5,6,1,6,customer lifecycle management,create lifecycle tracking system with stage identification transition management and value optimization,customer lifecycle management create lifecycle tracking system with stage identification transition management and value optimization,lifecycle,lifecycle track stage identification transition optimization,lifecycle lifecycle track stage identification transition optimization,3,12,15
SWP-180,Business Process Management,"Create process optimization system with modeling, automation, and continuous improvement capabilities.",Bob,Ivan,Story,Medium,In Progress,Workflow,06-07-2025,18-07-2025,12,7,6,7,business process management,create process optimization system with modeling automation and continuous improvement capabilities,business process management create process optimization system with modeling automation and continuous improvement capabilities,,optimization model automation continuous improvement capability, optimization model automation continuous improvement capability,3,11,14
SWP-181,Market Intelligence Platform,"Create market analysis system with trend identification, competitive positioning, and opportunity assessment.",Alice,Grace,Story,Medium,Open,Analytics,06-06-2025,15-06-2025,9,6,4,6,market intelligence platform,create market analysis system with trend identification competitive positioning and opportunity assessment,market intelligence platform create market analysis system with trend identification competitive positioning and opportunity assessment,market intelligence,market analysis trend identification competitive positioning opportunity assessment,market intelligence market analysis trend identification competitive positioning opportunity assessment,3,12,15
SWP-182,Customer Success Analytics,"Create success measurement system with health scoring, intervention triggers, and outcome tracking.",Frank,Judy,Story,Medium,In Progress,CRM,05-06-2025,12-06-2025,7,6,3,6,customer success analytics,create success measurement system with health scoring intervention triggers and outcome tracking,customer success analytics create success measurement system with health scoring intervention triggers and outcome tracking,success analytics,success measurement health score intervention trigger outcome track,success analytics success measurement health score intervention trigger outcome track,3,12,15
SWP-183,Digital Innovation Lab,"Create experimentation platform with prototype development, testing frameworks, and innovation metrics.",Charlie,Grace,Story,Low,Open,Innovation,16-05-2025,25-05-2025,9,5,4,5,digital innovation lab,create experimentation platform with prototype development testing frameworks and innovation metrics,digital innovation lab create experimentation platform with prototype development testing frameworks and innovation metrics,digital innovation lab,experimentation prototype innovation metric,digital innovation lab experimentation prototype innovation metric,3,11,14
SWP-184,Sustainability Management,"Create environmental tracking system with impact measurement, reporting, and improvement planning.",Eve,Ivan,Story,Medium,Open,Analytics,02-07-2025,14-07-2025,12,7,2,7,sustainability management,create environmental tracking system with impact measurement reporting and improvement planning,sustainability management create environmental tracking system with impact measurement reporting and improvement planning,sustainability,environmental track impact measurement reporting improvement planning,sustainability environmental track impact measurement reporting improvement planning,2,11,13
SWP-185,Customer Advocacy Program,"Create advocacy management system with referral tracking, reward programs, and engagement measurement.",Bob,Heidi,Story,Medium,Open,CRM,25-05-2025,06-06-2025,12,5,6,6,customer advocacy program,create advocacy management system with referral tracking reward programs and engagement measurement,customer advocacy program create advocacy management system with referral tracking reward programs and engagement measurement,advocacy,advocacy referral track reward engagement measurement,advocacy advocacy referral track reward engagement measurement,3,12,15
SWP-186,Operational Efficiency,"Create efficiency optimization system with process analysis, waste reduction, and productivity improvement.",Bob,Heidi,Story,Medium,In Progress,Workflow,26-06-2025,04-07-2025,8,6,3,7,operational efficiency,create efficiency optimization system with process analysis waste reduction and productivity improvement,operational efficiency create efficiency optimization system with process analysis waste reduction and productivity improvement,operational efficiency,efficiency optimization analysis waste reduction productivity improvement,operational efficiency efficiency optimization analysis waste reduction productivity improvement,2,12,14
SWP-187,Strategic Analytics,"Create strategy analysis system with performance measurement, market assessment, and decision support.",Diana,Ivan,Story,Medium,Open,Analytics,29-05-2025,08-06-2025,10,5,3,6,strategic analytics,create strategy analysis system with performance measurement market assessment and decision support,strategic analytics create strategy analysis system with performance measurement market assessment and decision support,strategic analytics,strategy analysis performance measurement market assessment decision support,strategic analytics strategy analysis performance measurement market assessment decision support,2,12,14
SWP-188,Customer Personalization,"Create personalization engine with preference tracking, content customization, and experience optimization.",Frank,Grace,Story,Medium,In Progress,Personalization,17-05-2025,29-05-2025,12,5,5,5,customer personalization,create personalization engine with preference tracking content customization and experience optimization,customer personalization create personalization engine with preference tracking content customization and experience optimization,personalization,personalization engine preference track content customization experience optimization,personalization personalization engine preference track content customization experience optimization,2,11,13
SWP-189,Digital Ecosystem,"Create platform integration system with API management, data sharing, and ecosystem orchestration.",Bob,Judy,Epic,High,In Progress,Integration,10-06-2025,15-06-2025,5,6,1,6,digital ecosystem,create platform integration system with api management data sharing and ecosystem orchestration,digital ecosystem create platform integration system with api management data sharing and ecosystem orchestration,digital ecosystem,integration share ecosystem orchestration,digital ecosystem integration share ecosystem orchestration,2,12,14
SWP-190,Business Intelligence Hub,"Create analytics centralization system with data warehousing, reporting, and self-service capabilities.",Frank,Heidi,Epic,High,In Progress,Analytics,23-06-2025,02-07-2025,9,6,0,7,business intelligence hub,create analytics centralization system with data warehousing reporting and selfservice capabilities,business intelligence hub create analytics centralization system with data warehousing reporting and selfservice capabilities,intelligence hub,analytics centralization warehouse report selfservice capability,intelligence hub analytics centralization warehouse report selfservice capability,3,11,14
SWP-191,Business Optimization Engine,"Create optimization platform with process improvement, resource allocation, and performance enhancement.",Frank,Judy,Story,Medium,In Progress,Workflow,07-07-2025,18-07-2025,11,7,0,7,business optimization engine,create optimization platform with process improvement resource allocation and performance enhancement,business optimization engine create optimization platform with process improvement resource allocation and performance enhancement,optimization engine,optimization improvement resource allocation performance enhancement,optimization engine optimization improvement resource allocation performance enhancement,3,11,14
SWP-192,Customer Experience Management,"Create experience tracking system with journey mapping, feedback collection, and improvement planning.",Frank,Ivan,Story,Medium,In Progress,Analytics,14-05-2025,26-05-2025,12,5,2,5,customer experience management,create experience tracking system with journey mapping feedback collection and improvement planning,customer experience management create experience tracking system with journey mapping feedback collection and improvement planning,experience,experience track journey map collection improvement planning,experience experience track journey map collection improvement planning,3,12,15
SWP-193,Digital Strategy Execution,"Create strategy implementation system with initiative tracking, resource management, and progress monitoring.",Charlie,Heidi,Story,Medium,Open,Planning,21-06-2025,05-07-2025,14,6,5,7,digital strategy execution,create strategy implementation system with initiative tracking resource management and progress monitoring,digital strategy execution create strategy implementation system with initiative tracking resource management and progress monitoring,digital strategy execution,strategy initiative track resource progress monitoring,digital strategy execution strategy initiative track resource progress monitoring,3,12,15
SWP-194,Enterprise Analytics Platform,"Create comprehensive analytics system with data integration, visualization, and business intelligence capabilities.",Eve,Judy,Epic,High,In Progress,Analytics,20-05-2025,29-05-2025,9,5,1,5,enterprise analytics platform,create comprehensive analytics system with data integration visualization and business intelligence capabilities,enterprise analytics platform create comprehensive analytics system with data integration visualization and business intelligence capabilities,enterprise analytics,comprehensive analytics integration visualization intelligence capability,enterprise analytics comprehensive analytics integration visualization intelligence capability,3,12,15
