Issue Key,Summary,Description,Assignee,Reporter,Issue Type,Priority,Status,Component,Created,Due Date,Days to Complete,Created_Month,Created_Day_of_Week,Due_Month,summary_cleaned,description_cleaned,combined_text,summary_lemmatized,description_lemmatized,combined_lemmatized,summary_word_count,description_word_count,combined_word_count,summary_processed,summary_stemmed,summary_tokens,description_processed,description_stemmed,description_tokens
SWP-157,Digital Experience Platform,"Create customer journey system with touchpoint optimization, personalization, and engagement tracking.",Bob,Judy,Story,Medium,In Progress,Analytics,2025-06-16,2025-06-30,14,6,0,6,digital experience platform,create customer journey system with touchpoint optimization personalization and engagement tracking,digital experience platform create customer journey system with touchpoint optimization personalization and engagement tracking,digital experience platform,create customer journey system touchpoint optimization personalization engagement track,digital experience platform create customer journey system touchpoint optimization personalization engagement track,3,11,14,"{'cleaned_text': 'digital experience platform', 'tokens': ['digital', 'experience', 'platform'], 'filtered_tokens': ['digital', 'experience', 'platform'], 'stemmed_tokens': ['digit', 'experi', 'platform'], 'lemmatized_tokens': ['digital', 'experience', 'platform'], 'processed_text_stem': 'digit experi platform', 'processed_text_lemma': 'digital experience platform'}",digit experi platform,"['digital', 'experience', 'platform']","{'cleaned_text': 'create customer journey system with touchpoint optimization personalization and engagement tracking', 'tokens': ['create', 'customer', 'journey', 'system', 'with', 'touchpoint', 'optimization', 'personalization', 'and', 'engagement', 'tracking'], 'filtered_tokens': ['create', 'customer', 'journey', 'system', 'touchpoint', 'optimization', 'personalization', 'engagement', 'tracking'], 'stemmed_tokens': ['creat', 'custom', 'journey', 'system', 'touchpoint', 'optim', 'person', 'engag', 'track'], 'lemmatized_tokens': ['create', 'customer', 'journey', 'system', 'touchpoint', 'optimization', 'personalization', 'engagement', 'track'], 'processed_text_stem': 'creat custom journey system touchpoint optim person engag track', 'processed_text_lemma': 'create customer journey system touchpoint optimization personalization engagement track'}",creat custom journey system touchpoint optim person engag track,"['create', 'customer', 'journey', 'system', 'with', 'touchpoint', 'optimization', 'personalization', 'and', 'engagement', 'tracking']"
SWP-158,Change Management System,"Create organizational change platform with communication tools, training modules, and adoption tracking.",Bob,Grace,Story,Medium,Open,Change Management,2025-11-05,2025-05-19,-170,11,2,5,change management system,create organizational change platform with communication tools training modules and adoption tracking,change management system create organizational change platform with communication tools training modules and adoption tracking,change management system,create organizational change platform communication tool train module adoption track,change management system create organizational change platform communication tool train module adoption track,3,12,15,"{'cleaned_text': 'change management system', 'tokens': ['change', 'management', 'system'], 'filtered_tokens': ['change', 'management', 'system'], 'stemmed_tokens': ['chang', 'manag', 'system'], 'lemmatized_tokens': ['change', 'management', 'system'], 'processed_text_stem': 'chang manag system', 'processed_text_lemma': 'change management system'}",chang manag system,"['change', 'management', 'system']","{'cleaned_text': 'create organizational change platform with communication tools training modules and adoption tracking', 'tokens': ['create', 'organizational', 'change', 'platform', 'with', 'communication', 'tools', 'training', 'modules', 'and', 'adoption', 'tracking'], 'filtered_tokens': ['create', 'organizational', 'change', 'platform', 'communication', 'tools', 'training', 'modules', 'adoption', 'tracking'], 'stemmed_tokens': ['creat', 'organiz', 'chang', 'platform', 'commun', 'tool', 'train', 'modul', 'adopt', 'track'], 'lemmatized_tokens': ['create', 'organizational', 'change', 'platform', 'communication', 'tool', 'train', 'module', 'adoption', 'track'], 'processed_text_stem': 'creat organiz chang platform commun tool train modul adopt track', 'processed_text_lemma': 'create organizational change platform communication tool train module adoption track'}",creat organiz chang platform commun tool train modul adopt track,"['create', 'organizational', 'change', 'platform', 'with', 'communication', 'tools', 'training', 'modules', 'and', 'adoption', 'tracking']"
SWP-159,Knowledge Management,"Create information sharing system with content curation, search capabilities, and expertise location.",Charlie,Ivan,Story,Low,Open,Knowledge Base,2025-02-07,2025-07-17,160,2,4,7,knowledge management,create information sharing system with content curation search capabilities and expertise location,knowledge management create information sharing system with content curation search capabilities and expertise location,knowledge management,create information share system content curation search capability expertise location,knowledge management create information share system content curation search capability expertise location,2,12,14,"{'cleaned_text': 'knowledge management', 'tokens': ['knowledge', 'management'], 'filtered_tokens': ['knowledge', 'management'], 'stemmed_tokens': ['knowledg', 'manag'], 'lemmatized_tokens': ['knowledge', 'management'], 'processed_text_stem': 'knowledg manag', 'processed_text_lemma': 'knowledge management'}",knowledg manag,"['knowledge', 'management']","{'cleaned_text': 'create information sharing system with content curation search capabilities and expertise location', 'tokens': ['create', 'information', 'sharing', 'system', 'with', 'content', 'curation', 'search', 'capabilities', 'and', 'expertise', 'location'], 'filtered_tokens': ['create', 'information', 'sharing', 'system', 'content', 'curation', 'search', 'capabilities', 'expertise', 'location'], 'stemmed_tokens': ['creat', 'inform', 'share', 'system', 'content', 'curat', 'search', 'capabl', 'expertis', 'locat'], 'lemmatized_tokens': ['create', 'information', 'share', 'system', 'content', 'curation', 'search', 'capability', 'expertise', 'location'], 'processed_text_stem': 'creat inform share system content curat search capabl expertis locat', 'processed_text_lemma': 'create information share system content curation search capability expertise location'}",creat inform share system content curat search capabl expertis locat,"['create', 'information', 'sharing', 'system', 'with', 'content', 'curation', 'search', 'capabilities', 'and', 'expertise', 'location']"
SWP-160,Customer Intelligence,"Build analytics platform with behavioral analysis, predictive modeling, and insight generation.",Diana,Ivan,Story,Medium,In Progress,Analytics,2025-06-21,2025-06-26,5,6,5,6,customer intelligence,build analytics platform with behavioral analysis predictive modeling and insight generation,customer intelligence build analytics platform with behavioral analysis predictive modeling and insight generation,customer intelligence,build analytics platform behavioral analysis predictive modeling insight generation,customer intelligence build analytics platform behavioral analysis predictive modeling insight generation,2,11,13,"{'cleaned_text': 'customer intelligence', 'tokens': ['customer', 'intelligence'], 'filtered_tokens': ['customer', 'intelligence'], 'stemmed_tokens': ['custom', 'intellig'], 'lemmatized_tokens': ['customer', 'intelligence'], 'processed_text_stem': 'custom intellig', 'processed_text_lemma': 'customer intelligence'}",custom intellig,"['customer', 'intelligence']","{'cleaned_text': 'build analytics platform with behavioral analysis predictive modeling and insight generation', 'tokens': ['build', 'analytics', 'platform', 'with', 'behavioral', 'analysis', 'predictive', 'modeling', 'and', 'insight', 'generation'], 'filtered_tokens': ['build', 'analytics', 'platform', 'behavioral', 'analysis', 'predictive', 'modeling', 'insight', 'generation'], 'stemmed_tokens': ['build', 'analyt', 'platform', 'behavior', 'analysi', 'predict', 'model', 'insight', 'gener'], 'lemmatized_tokens': ['build', 'analytics', 'platform', 'behavioral', 'analysis', 'predictive', 'modeling', 'insight', 'generation'], 'processed_text_stem': 'build analyt platform behavior analysi predict model insight gener', 'processed_text_lemma': 'build analytics platform behavioral analysis predictive modeling insight generation'}",build analyt platform behavior analysi predict model insight gener,"['build', 'analytics', 'platform', 'with', 'behavioral', 'analysis', 'predictive', 'modeling', 'and', 'insight', 'generation']"
SWP-161,Process Automation,"Create workflow automation system with rule engines, task orchestration, and exception handling.",Eve,Heidi,Task,Medium,In Progress,Workflow,2025-05-07,2025-07-16,70,5,2,7,process automation,create workflow automation system with rule engines task orchestration and exception handling,process automation create workflow automation system with rule engines task orchestration and exception handling,process automation,create workflow automation system rule engine task orchestration exception handle,process automation create workflow automation system rule engine task orchestration exception handle,2,12,14,"{'cleaned_text': 'process automation', 'tokens': ['process', 'automation'], 'filtered_tokens': ['process', 'automation'], 'stemmed_tokens': ['process', 'autom'], 'lemmatized_tokens': ['process', 'automation'], 'processed_text_stem': 'process autom', 'processed_text_lemma': 'process automation'}",process autom,"['process', 'automation']","{'cleaned_text': 'create workflow automation system with rule engines task orchestration and exception handling', 'tokens': ['create', 'workflow', 'automation', 'system', 'with', 'rule', 'engines', 'task', 'orchestration', 'and', 'exception', 'handling'], 'filtered_tokens': ['create', 'workflow', 'automation', 'system', 'rule', 'engines', 'task', 'orchestration', 'exception', 'handling'], 'stemmed_tokens': ['creat', 'workflow', 'autom', 'system', 'rule', 'engin', 'task', 'orchestr', 'except', 'handl'], 'lemmatized_tokens': ['create', 'workflow', 'automation', 'system', 'rule', 'engine', 'task', 'orchestration', 'exception', 'handle'], 'processed_text_stem': 'creat workflow autom system rule engin task orchestr except handl', 'processed_text_lemma': 'create workflow automation system rule engine task orchestration exception handle'}",creat workflow autom system rule engin task orchestr except handl,"['create', 'workflow', 'automation', 'system', 'with', 'rule', 'engines', 'task', 'orchestration', 'and', 'exception', 'handling']"
SWP-162,Resource Planning System,"Create capacity management platform with demand forecasting, resource allocation, and optimization.",Diana,Heidi,Story,Medium,In Progress,Resource Management,2025-08-07,2025-07-22,-16,8,3,7,resource planning system,create capacity management platform with demand forecasting resource allocation and optimization,resource planning system create capacity management platform with demand forecasting resource allocation and optimization,resource planning system,create capacity management platform demand forecast resource allocation optimization,resource planning system create capacity management platform demand forecast resource allocation optimization,3,11,14,"{'cleaned_text': 'resource planning system', 'tokens': ['resource', 'planning', 'system'], 'filtered_tokens': ['resource', 'planning', 'system'], 'stemmed_tokens': ['resourc', 'plan', 'system'], 'lemmatized_tokens': ['resource', 'planning', 'system'], 'processed_text_stem': 'resourc plan system', 'processed_text_lemma': 'resource planning system'}",resourc plan system,"['resource', 'planning', 'system']","{'cleaned_text': 'create capacity management platform with demand forecasting resource allocation and optimization', 'tokens': ['create', 'capacity', 'management', 'platform', 'with', 'demand', 'forecasting', 'resource', 'allocation', 'and', 'optimization'], 'filtered_tokens': ['create', 'capacity', 'management', 'platform', 'demand', 'forecasting', 'resource', 'allocation', 'optimization'], 'stemmed_tokens': ['creat', 'capac', 'manag', 'platform', 'demand', 'forecast', 'resourc', 'alloc', 'optim'], 'lemmatized_tokens': ['create', 'capacity', 'management', 'platform', 'demand', 'forecast', 'resource', 'allocation', 'optimization'], 'processed_text_stem': 'creat capac manag platform demand forecast resourc alloc optim', 'processed_text_lemma': 'create capacity management platform demand forecast resource allocation optimization'}",creat capac manag platform demand forecast resourc alloc optim,"['create', 'capacity', 'management', 'platform', 'with', 'demand', 'forecasting', 'resource', 'allocation', 'and', 'optimization']"
SWP-163,Partnership Management,"Create partner relationship system with onboarding, performance tracking, and collaboration tools.",Alice,Grace,Story,Medium,Open,Collaboration,2025-04-06,2025-06-17,72,4,6,6,partnership management,create partner relationship system with onboarding performance tracking and collaboration tools,partnership management create partner relationship system with onboarding performance tracking and collaboration tools,partnership management,create partner relationship system onboarding performance track collaboration tool,partnership management create partner relationship system onboarding performance track collaboration tool,2,11,13,"{'cleaned_text': 'partnership management', 'tokens': ['partnership', 'management'], 'filtered_tokens': ['partnership', 'management'], 'stemmed_tokens': ['partnership', 'manag'], 'lemmatized_tokens': ['partnership', 'management'], 'processed_text_stem': 'partnership manag', 'processed_text_lemma': 'partnership management'}",partnership manag,"['partnership', 'management']","{'cleaned_text': 'create partner relationship system with onboarding performance tracking and collaboration tools', 'tokens': ['create', 'partner', 'relationship', 'system', 'with', 'onboarding', 'performance', 'tracking', 'and', 'collaboration', 'tools'], 'filtered_tokens': ['create', 'partner', 'relationship', 'system', 'onboarding', 'performance', 'tracking', 'collaboration', 'tools'], 'stemmed_tokens': ['creat', 'partner', 'relationship', 'system', 'onboard', 'perform', 'track', 'collabor', 'tool'], 'lemmatized_tokens': ['create', 'partner', 'relationship', 'system', 'onboarding', 'performance', 'track', 'collaboration', 'tool'], 'processed_text_stem': 'creat partner relationship system onboard perform track collabor tool', 'processed_text_lemma': 'create partner relationship system onboarding performance track collaboration tool'}",creat partner relationship system onboard perform track collabor tool,"['create', 'partner', 'relationship', 'system', 'with', 'onboarding', 'performance', 'tracking', 'and', 'collaboration', 'tools']"
SWP-164,Brand Management Platform,"Create brand monitoring system with reputation tracking, sentiment analysis, and response management.",Diana,Grace,Story,Medium,In Progress,Analytics,2025-05-21,2025-05-26,5,5,2,5,brand management platform,create brand monitoring system with reputation tracking sentiment analysis and response management,brand management platform create brand monitoring system with reputation tracking sentiment analysis and response management,brand management platform,create brand monitoring system reputation track sentiment analysis response management,brand management platform create brand monitoring system reputation track sentiment analysis response management,3,12,15,"{'cleaned_text': 'brand management platform', 'tokens': ['brand', 'management', 'platform'], 'filtered_tokens': ['brand', 'management', 'platform'], 'stemmed_tokens': ['brand', 'manag', 'platform'], 'lemmatized_tokens': ['brand', 'management', 'platform'], 'processed_text_stem': 'brand manag platform', 'processed_text_lemma': 'brand management platform'}",brand manag platform,"['brand', 'management', 'platform']","{'cleaned_text': 'create brand monitoring system with reputation tracking sentiment analysis and response management', 'tokens': ['create', 'brand', 'monitoring', 'system', 'with', 'reputation', 'tracking', 'sentiment', 'analysis', 'and', 'response', 'management'], 'filtered_tokens': ['create', 'brand', 'monitoring', 'system', 'reputation', 'tracking', 'sentiment', 'analysis', 'response', 'management'], 'stemmed_tokens': ['creat', 'brand', 'monitor', 'system', 'reput', 'track', 'sentiment', 'analysi', 'respons', 'manag'], 'lemmatized_tokens': ['create', 'brand', 'monitoring', 'system', 'reputation', 'track', 'sentiment', 'analysis', 'response', 'management'], 'processed_text_stem': 'creat brand monitor system reput track sentiment analysi respons manag', 'processed_text_lemma': 'create brand monitoring system reputation track sentiment analysis response management'}",creat brand monitor system reput track sentiment analysi respons manag,"['create', 'brand', 'monitoring', 'system', 'with', 'reputation', 'tracking', 'sentiment', 'analysis', 'and', 'response', 'management']"
SWP-165,Cybersecurity Framework,"Create security management system with threat detection, incident response, and compliance monitoring.",Charlie,Ivan,Task,High,In Progress,Security,2025-06-28,2025-08-07,40,6,5,8,cybersecurity framework,create security management system with threat detection incident response and compliance monitoring,cybersecurity framework create security management system with threat detection incident response and compliance monitoring,cybersecurity framework,create security management system threat detection incident response compliance monitoring,cybersecurity framework create security management system threat detection incident response compliance monitoring,2,12,14,"{'cleaned_text': 'cybersecurity framework', 'tokens': ['cybersecurity', 'framework'], 'filtered_tokens': ['cybersecurity', 'framework'], 'stemmed_tokens': ['cybersecur', 'framework'], 'lemmatized_tokens': ['cybersecurity', 'framework'], 'processed_text_stem': 'cybersecur framework', 'processed_text_lemma': 'cybersecurity framework'}",cybersecur framework,"['cybersecurity', 'framework']","{'cleaned_text': 'create security management system with threat detection incident response and compliance monitoring', 'tokens': ['create', 'security', 'management', 'system', 'with', 'threat', 'detection', 'incident', 'response', 'and', 'compliance', 'monitoring'], 'filtered_tokens': ['create', 'security', 'management', 'system', 'threat', 'detection', 'incident', 'response', 'compliance', 'monitoring'], 'stemmed_tokens': ['creat', 'secur', 'manag', 'system', 'threat', 'detect', 'incid', 'respons', 'complianc', 'monitor'], 'lemmatized_tokens': ['create', 'security', 'management', 'system', 'threat', 'detection', 'incident', 'response', 'compliance', 'monitoring'], 'processed_text_stem': 'creat secur manag system threat detect incid respons complianc monitor', 'processed_text_lemma': 'create security management system threat detection incident response compliance monitoring'}",creat secur manag system threat detect incid respons complianc monitor,"['create', 'security', 'management', 'system', 'with', 'threat', 'detection', 'incident', 'response', 'and', 'compliance', 'monitoring']"
SWP-166,Data Integration Platform,"Build data pipeline system with ETL processes, data quality monitoring, and real-time synchronization.",Alice,Grace,Task,High,In Progress,Integration,2025-06-20,2025-04-07,-74,6,4,4,data integration platform,build data pipeline system with etl processes data quality monitoring and realtime synchronization,data integration platform build data pipeline system with etl processes data quality monitoring and realtime synchronization,data integration platform,build data pipeline system etl process data quality monitoring realtime synchronization,data integration platform build data pipeline system etl process data quality monitoring realtime synchronization,3,13,16,"{'cleaned_text': 'data integration platform', 'tokens': ['data', 'integration', 'platform'], 'filtered_tokens': ['data', 'integration', 'platform'], 'stemmed_tokens': ['data', 'integr', 'platform'], 'lemmatized_tokens': ['data', 'integration', 'platform'], 'processed_text_stem': 'data integr platform', 'processed_text_lemma': 'data integration platform'}",data integr platform,"['data', 'integration', 'platform']","{'cleaned_text': 'build data pipeline system with etl processes data quality monitoring and realtime synchronization', 'tokens': ['build', 'data', 'pipeline', 'system', 'with', 'etl', 'processes', 'data', 'quality', 'monitoring', 'and', 'realtime', 'synchronization'], 'filtered_tokens': ['build', 'data', 'pipeline', 'system', 'etl', 'processes', 'data', 'quality', 'monitoring', 'realtime', 'synchronization'], 'stemmed_tokens': ['build', 'data', 'pipelin', 'system', 'etl', 'process', 'data', 'qualiti', 'monitor', 'realtim', 'synchron'], 'lemmatized_tokens': ['build', 'data', 'pipeline', 'system', 'etl', 'process', 'data', 'quality', 'monitoring', 'realtime', 'synchronization'], 'processed_text_stem': 'build data pipelin system etl process data qualiti monitor realtim synchron', 'processed_text_lemma': 'build data pipeline system etl process data quality monitoring realtime synchronization'}",build data pipelin system etl process data qualiti monitor realtim synchron,"['build', 'data', 'pipeline', 'system', 'with', 'etl', 'processes', 'data', 'quality', 'monitoring', 'and', 'realtime', 'synchronization']"
SWP-167,Customer Engagement,"Build interaction management system with touchpoint tracking, engagement scoring, and optimization.",Diana,Heidi,Story,Medium,In Progress,CRM,2025-05-29,2025-10-06,130,5,3,10,customer engagement,build interaction management system with touchpoint tracking engagement scoring and optimization,customer engagement build interaction management system with touchpoint tracking engagement scoring and optimization,customer engagement,build interaction management system touchpoint track engagement score optimization,customer engagement build interaction management system touchpoint track engagement score optimization,2,11,13,"{'cleaned_text': 'customer engagement', 'tokens': ['customer', 'engagement'], 'filtered_tokens': ['customer', 'engagement'], 'stemmed_tokens': ['custom', 'engag'], 'lemmatized_tokens': ['customer', 'engagement'], 'processed_text_stem': 'custom engag', 'processed_text_lemma': 'customer engagement'}",custom engag,"['customer', 'engagement']","{'cleaned_text': 'build interaction management system with touchpoint tracking engagement scoring and optimization', 'tokens': ['build', 'interaction', 'management', 'system', 'with', 'touchpoint', 'tracking', 'engagement', 'scoring', 'and', 'optimization'], 'filtered_tokens': ['build', 'interaction', 'management', 'system', 'touchpoint', 'tracking', 'engagement', 'scoring', 'optimization'], 'stemmed_tokens': ['build', 'interact', 'manag', 'system', 'touchpoint', 'track', 'engag', 'score', 'optim'], 'lemmatized_tokens': ['build', 'interaction', 'management', 'system', 'touchpoint', 'track', 'engagement', 'score', 'optimization'], 'processed_text_stem': 'build interact manag system touchpoint track engag score optim', 'processed_text_lemma': 'build interaction management system touchpoint track engagement score optimization'}",build interact manag system touchpoint track engag score optim,"['build', 'interaction', 'management', 'system', 'with', 'touchpoint', 'tracking', 'engagement', 'scoring', 'and', 'optimization']"
SWP-168,Business Continuity,"Create continuity planning system with risk assessment, recovery procedures, and testing protocols.",Diana,Grace,Task,High,Done,Backup,2025-05-25,2025-09-06,104,5,6,9,business continuity,create continuity planning system with risk assessment recovery procedures and testing protocols,business continuity create continuity planning system with risk assessment recovery procedures and testing protocols,business continuity,create continuity planning system risk assessment recovery procedure test protocol,business continuity create continuity planning system risk assessment recovery procedure test protocol,2,12,14,"{'cleaned_text': 'business continuity', 'tokens': ['business', 'continuity'], 'filtered_tokens': ['business', 'continuity'], 'stemmed_tokens': ['busi', 'continu'], 'lemmatized_tokens': ['business', 'continuity'], 'processed_text_stem': 'busi continu', 'processed_text_lemma': 'business continuity'}",busi continu,"['business', 'continuity']","{'cleaned_text': 'create continuity planning system with risk assessment recovery procedures and testing protocols', 'tokens': ['create', 'continuity', 'planning', 'system', 'with', 'risk', 'assessment', 'recovery', 'procedures', 'and', 'testing', 'protocols'], 'filtered_tokens': ['create', 'continuity', 'planning', 'system', 'risk', 'assessment', 'recovery', 'procedures', 'testing', 'protocols'], 'stemmed_tokens': ['creat', 'continu', 'plan', 'system', 'risk', 'assess', 'recoveri', 'procedur', 'test', 'protocol'], 'lemmatized_tokens': ['create', 'continuity', 'planning', 'system', 'risk', 'assessment', 'recovery', 'procedure', 'test', 'protocol'], 'processed_text_stem': 'creat continu plan system risk assess recoveri procedur test protocol', 'processed_text_lemma': 'create continuity planning system risk assessment recovery procedure test protocol'}",creat continu plan system risk assess recoveri procedur test protocol,"['create', 'continuity', 'planning', 'system', 'with', 'risk', 'assessment', 'recovery', 'procedures', 'and', 'testing', 'protocols']"
SWP-169,Competitive Intelligence,"Create market monitoring system with competitor analysis, pricing tracking, and opportunity identification.",Frank,Heidi,Story,Medium,Open,Analytics,2025-06-24,2025-09-07,75,6,1,9,competitive intelligence,create market monitoring system with competitor analysis pricing tracking and opportunity identification,competitive intelligence create market monitoring system with competitor analysis pricing tracking and opportunity identification,competitive intelligence,create market monitoring system competitor analysis pricing track opportunity identification,competitive intelligence create market monitoring system competitor analysis pricing track opportunity identification,2,12,14,"{'cleaned_text': 'competitive intelligence', 'tokens': ['competitive', 'intelligence'], 'filtered_tokens': ['competitive', 'intelligence'], 'stemmed_tokens': ['competit', 'intellig'], 'lemmatized_tokens': ['competitive', 'intelligence'], 'processed_text_stem': 'competit intellig', 'processed_text_lemma': 'competitive intelligence'}",competit intellig,"['competitive', 'intelligence']","{'cleaned_text': 'create market monitoring system with competitor analysis pricing tracking and opportunity identification', 'tokens': ['create', 'market', 'monitoring', 'system', 'with', 'competitor', 'analysis', 'pricing', 'tracking', 'and', 'opportunity', 'identification'], 'filtered_tokens': ['create', 'market', 'monitoring', 'system', 'competitor', 'analysis', 'pricing', 'tracking', 'opportunity', 'identification'], 'stemmed_tokens': ['creat', 'market', 'monitor', 'system', 'competitor', 'analysi', 'price', 'track', 'opportun', 'identif'], 'lemmatized_tokens': ['create', 'market', 'monitoring', 'system', 'competitor', 'analysis', 'pricing', 'track', 'opportunity', 'identification'], 'processed_text_stem': 'creat market monitor system competitor analysi price track opportun identif', 'processed_text_lemma': 'create market monitoring system competitor analysis pricing track opportunity identification'}",creat market monitor system competitor analysi price track opportun identif,"['create', 'market', 'monitoring', 'system', 'with', 'competitor', 'analysis', 'pricing', 'tracking', 'and', 'opportunity', 'identification']"
SWP-170,Digital Strategy Platform,"Create strategy management system with initiative tracking, performance monitoring, and alignment tools.",Charlie,Judy,Story,Medium,Open,Planning,2025-05-06,2025-06-20,45,5,1,6,digital strategy platform,create strategy management system with initiative tracking performance monitoring and alignment tools,digital strategy platform create strategy management system with initiative tracking performance monitoring and alignment tools,digital strategy platform,create strategy management system initiative track performance monitoring alignment tool,digital strategy platform create strategy management system initiative track performance monitoring alignment tool,3,12,15,"{'cleaned_text': 'digital strategy platform', 'tokens': ['digital', 'strategy', 'platform'], 'filtered_tokens': ['digital', 'strategy', 'platform'], 'stemmed_tokens': ['digit', 'strategi', 'platform'], 'lemmatized_tokens': ['digital', 'strategy', 'platform'], 'processed_text_stem': 'digit strategi platform', 'processed_text_lemma': 'digital strategy platform'}",digit strategi platform,"['digital', 'strategy', 'platform']","{'cleaned_text': 'create strategy management system with initiative tracking performance monitoring and alignment tools', 'tokens': ['create', 'strategy', 'management', 'system', 'with', 'initiative', 'tracking', 'performance', 'monitoring', 'and', 'alignment', 'tools'], 'filtered_tokens': ['create', 'strategy', 'management', 'system', 'initiative', 'tracking', 'performance', 'monitoring', 'alignment', 'tools'], 'stemmed_tokens': ['creat', 'strategi', 'manag', 'system', 'initi', 'track', 'perform', 'monitor', 'align', 'tool'], 'lemmatized_tokens': ['create', 'strategy', 'management', 'system', 'initiative', 'track', 'performance', 'monitoring', 'alignment', 'tool'], 'processed_text_stem': 'creat strategi manag system initi track perform monitor align tool', 'processed_text_lemma': 'create strategy management system initiative track performance monitoring alignment tool'}",creat strategi manag system initi track perform monitor align tool,"['create', 'strategy', 'management', 'system', 'with', 'initiative', 'tracking', 'performance', 'monitoring', 'and', 'alignment', 'tools']"
SWP-171,Customer Value Management,"Create value optimization system with lifetime value calculation, segmentation, and retention strategies.",Eve,Judy,Story,Medium,In Progress,CRM,2025-03-07,2025-07-18,133,3,4,7,customer value management,create value optimization system with lifetime value calculation segmentation and retention strategies,customer value management create value optimization system with lifetime value calculation segmentation and retention strategies,customer value management,create value optimization system lifetime value calculation segmentation retention strategy,customer value management create value optimization system lifetime value calculation segmentation retention strategy,3,12,15,"{'cleaned_text': 'customer value management', 'tokens': ['customer', 'value', 'management'], 'filtered_tokens': ['customer', 'value', 'management'], 'stemmed_tokens': ['custom', 'valu', 'manag'], 'lemmatized_tokens': ['customer', 'value', 'management'], 'processed_text_stem': 'custom valu manag', 'processed_text_lemma': 'customer value management'}",custom valu manag,"['customer', 'value', 'management']","{'cleaned_text': 'create value optimization system with lifetime value calculation segmentation and retention strategies', 'tokens': ['create', 'value', 'optimization', 'system', 'with', 'lifetime', 'value', 'calculation', 'segmentation', 'and', 'retention', 'strategies'], 'filtered_tokens': ['create', 'value', 'optimization', 'system', 'lifetime', 'value', 'calculation', 'segmentation', 'retention', 'strategies'], 'stemmed_tokens': ['creat', 'valu', 'optim', 'system', 'lifetim', 'valu', 'calcul', 'segment', 'retent', 'strategi'], 'lemmatized_tokens': ['create', 'value', 'optimization', 'system', 'lifetime', 'value', 'calculation', 'segmentation', 'retention', 'strategy'], 'processed_text_stem': 'creat valu optim system lifetim valu calcul segment retent strategi', 'processed_text_lemma': 'create value optimization system lifetime value calculation segmentation retention strategy'}",creat valu optim system lifetim valu calcul segment retent strategi,"['create', 'value', 'optimization', 'system', 'with', 'lifetime', 'value', 'calculation', 'segmentation', 'and', 'retention', 'strategies']"
SWP-172,Operational Analytics,"Create performance monitoring system with KPI tracking, trend analysis, and predictive insights.",Charlie,Heidi,Story,Medium,In Progress,Analytics,2025-05-31,2025-06-15,15,5,5,6,operational analytics,create performance monitoring system with kpi tracking trend analysis and predictive insights,operational analytics create performance monitoring system with kpi tracking trend analysis and predictive insights,operational analytics,create performance monitoring system kpi track trend analysis predictive insight,operational analytics create performance monitoring system kpi track trend analysis predictive insight,2,12,14,"{'cleaned_text': 'operational analytics', 'tokens': ['operational', 'analytics'], 'filtered_tokens': ['operational', 'analytics'], 'stemmed_tokens': ['oper', 'analyt'], 'lemmatized_tokens': ['operational', 'analytics'], 'processed_text_stem': 'oper analyt', 'processed_text_lemma': 'operational analytics'}",oper analyt,"['operational', 'analytics']","{'cleaned_text': 'create performance monitoring system with kpi tracking trend analysis and predictive insights', 'tokens': ['create', 'performance', 'monitoring', 'system', 'with', 'kpi', 'tracking', 'trend', 'analysis', 'and', 'predictive', 'insights'], 'filtered_tokens': ['create', 'performance', 'monitoring', 'system', 'kpi', 'tracking', 'trend', 'analysis', 'predictive', 'insights'], 'stemmed_tokens': ['creat', 'perform', 'monitor', 'system', 'kpi', 'track', 'trend', 'analysi', 'predict', 'insight'], 'lemmatized_tokens': ['create', 'performance', 'monitoring', 'system', 'kpi', 'track', 'trend', 'analysis', 'predictive', 'insight'], 'processed_text_stem': 'creat perform monitor system kpi track trend analysi predict insight', 'processed_text_lemma': 'create performance monitoring system kpi track trend analysis predictive insight'}",creat perform monitor system kpi track trend analysi predict insight,"['create', 'performance', 'monitoring', 'system', 'with', 'kpi', 'tracking', 'trend', 'analysis', 'and', 'predictive', 'insights']"
